일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2025-07-01,북강릉(104),O,35.0,35.9,30.6,28.3,63.8,O,경고,O,낮음
2025-07-01,동해(106),O,34.6,35.3,29.3,25.5,65.4,O,주의,O,낮음
2025-07-01,서울(108),O,33.0,31.8,28.6,26.2,78.6,O,관심,O,낮음
2025-07-01,인천(112),X,31.4,29.0,26.7,24.3,90.9,X,관심,O,낮음
2025-07-01,원주(114),O,33.6,32.8,27.8,25.1,81.9,O,주의,X,낮음
2025-07-01,울릉도(115),X,32.7,31.6,29.0,26.8,69.8,O,주의,O,낮음
2025-07-01,수원(119),X,32.9,31.8,27.6,25.4,81.1,X,관심,O,낮음
2025-07-01,영월(121),O,33.7,33.3,26.8,22.4,82.4,O,주의,X,낮음
2025-07-01,충주(127),X,32.9,32.0,27.5,24.1,82.1,O,주의,X,낮음
2025-07-01,서산(129),X,32.3,30.2,26.8,24.8,91.9,X, ,O,낮음
2025-07-01,울진(130),O,34.8,35.2,29.3,26.3,69.1,O,주의,O,낮음
2025-07-01,청주(131),O,34.6,34.6,29.8,26.3,67.4,O,주의,O,낮음
2025-07-01,대전(133),O,34.4,33.7,29.0,25.4,73.9,O,주의,O,낮음
2025-07-01,추풍령(135),O,33.3,32.9,27.6,22.2,76.8,O,주의,X,낮음
2025-07-01,안동(136),O,34.7,34.5,29.0,24.2,75.3,O,경고,X,낮음
2025-07-01,상주(137),O,34.8,34.0,29.1,24.2,76.6,O,주의,X,낮음
2025-07-01,포항(138),O,34.8,35.8,31.4,27.4,61.4,O,경고,O,낮음
2025-07-01,군산(140),O,33.8,32.9,28.2,24.2,79.5,O,주의,X,낮음
2025-07-01,대구(143),O,34.8,35.7,30.7,25.7,63.9,O,경고,O,낮음
2025-07-01,전주(146),O,35.0,34.8,29.5,25.6,74.1,O,경고,O,낮음
2025-07-01,울산(152),O,34.0,34.3,29.3,24.8,67.1,X, ,O,낮음
2025-07-01,창원(155),O,34.5,33.6,28.2,24.4,81.3,O,경고,O,낮음
2025-07-01,광주(156),O,34.5,33.8,28.9,25.7,75.4,O,경고,O,낮음
2025-07-01,부산(159),X,31.4,29.7,27.0,24.7,81.8,X, ,O,낮음
2025-07-01,통영(162),X,31.7,30.8,26.2,23.2,78.1,O,주의,X,낮음
2025-07-01,목포(165),O,33.4,32.0,28.6,25.8,84.4,O,주의,O,낮음
2025-07-01,여수(168),X,32.2,30.4,27.3,24.7,86.1,O,주의,X,낮음
2025-07-01,흑산도(169),X,29.7,27.4,24.2,21.9,93.4,X, ,X,낮음
2025-07-01,완도(170),O,35.9,34.8,28.3,24.5,83.4,O,주의,X,낮음
2025-07-01,고창(172),O,34.2,33.8,28.9,25.3,78.6,O,주의,O,낮음
2025-07-01,제주(184),X,32.3,31.2,28.4,25.7,74.0,O,경고,O,낮음
2025-07-01,진주(192),O,34.3,33.1,28.2,23.6,82.5,O,주의,O,낮음
2025-07-01,양평(202),X,32.4,31.4,26.7,23.8,85.1,O,경고,X,낮음
2025-07-01,이천(203),X,32.9,31.3,26.9,23.6,89.6,O,경고,X,낮음
2025-07-01,인제(211),X,32.3,31.8,27.0,23.3,78.9,X,관심,X,낮음
2025-07-01,홍천(212),O,33.3,33.1,27.4,23.2,78.8,O,주의,X,낮음
2025-07-01,태백(216),X,31.1,31.1,26.7,22.1,67.8,X,관심,X,낮음
2025-07-01,정선군(217),O,33.8,33.9,28.3,22.8,69.5,O,주의,X,낮음
2025-07-01,제천(221),X,32.6,31.8,26.3,23.0,86.1,O,주의,X,낮음
2025-07-01,보은(226),X,32.9,32.2,27.0,22.6,83.0,O,주의,X,낮음
2025-07-01,천안(232),O,33.7,32.8,27.0,22.5,83.9,O,주의,X,낮음
2025-07-01,보령(235),X,32.9,31.1,27.8,24.1,84.6,X,관심,O,낮음
2025-07-01,부여(236),O,33.9,32.6,27.5,22.9,84.3,O,주의,X,낮음
2025-07-01,금산(238),O,33.9,33.5,27.8,23.1,83.3,O,주의,X,낮음
2025-07-01,세종(239),O,33.6,32.6,27.7,23.7,78.9,O,주의,X,낮음
2025-07-01,부안(243),O,34.1,34.1,29.0,25.3,74.5,O,주의,O,낮음
2025-07-01,임실(244),X,32.6,31.6,26.7,22.9,84.4,O,주의,X,낮음
2025-07-01,정읍(245),O,34.7,34.3,28.8,25.1,75.6,O,경고,X,낮음
2025-07-01,남원(247),O,34.4,33.8,28.3,23.5,79.8,O,주의,X,낮음
2025-07-01,장수(248),X,32.1,31.6,25.9,21.0,83.8,O,주의,X,낮음
2025-07-01,영광군(252),O,34.0,33.2,28.7,24.9,77.8,O,주의,O,낮음
2025-07-01,김해시(253),O,35.5,34.4,28.3,23.8,81.6,O,경고,O,낮음
2025-07-01,순창군(254),O,33.6,33.0,27.6,23.2,78.4,O,주의,X,낮음
2025-07-01,양산시(257),O,34.1,33.3,28.5,23.7,81.1,O,경고,O,낮음
2025-07-01,강진군(259),O,34.3,33.2,28.7,25.7,84.0,O,주의,O,낮음
2025-07-01,장흥(260),O,33.2,31.7,27.9,25.5,87.4,O,주의,O,낮음
2025-07-01,해남(261),O,34.0,32.9,28.3,24.5,86.6,O,주의,X,낮음
2025-07-01,고흥(262),O,34.0,33.1,28.0,23.6,82.6,O,주의,X,낮음
2025-07-01,의령군(263),O,34.1,34.0,28.3,23.6,73.4,O,주의,X,낮음
2025-07-01,함양군(264),O,34.6,34.6,28.6,23.0,75.9,O,경고,X,낮음
2025-07-01,진도군ASOS(268),O,33.0,31.1,27.2,24.4,89.5,O,주의,X,낮음
2025-07-01,봉화(271),X,32.6,32.1,26.3,21.3,80.4,O,주의,X,낮음
2025-07-01,영주(272),O,33.4,32.8,27.5,22.5,79.6,O,주의,O,낮음
2025-07-01,문경(273),O,34.2,33.8,28.2,23.2,80.4,O,주의,X,낮음
2025-07-01,청송군(276),O,35.0,35.7,28.7,22.8,72.4,O,주의,X,낮음
2025-07-01,영덕(277),O,33.9,33.4,28.1,24.2,74.0,O,주의,O,낮음
2025-07-01,의성(278),O,35.2,35.4,29.6,23.9,77.1,O,경고,X,낮음
2025-07-01,구미(279),O,35.7,36.2,30.1,24.5,71.4,O,경고,X,낮음
2025-07-01,영천(281),O,34.9,35.5,29.8,23.5,70.1,O,경고,O,낮음
2025-07-01,경주시(283),O,35.6,35.8,30.4,23.8,68.5,O,경고,O,낮음
2025-07-01,거창(284),O,35.1,34.7,28.5,23.0,73.3,O,경고,X,낮음
2025-07-01,합천(285),O,34.9,34.7,29.5,25.4,76.8,O,경고,X,낮음
2025-07-01,밀양(288),O,36.0,36.2,30.3,24.5,71.5,O,경고,O,낮음
2025-07-01,산청(289),O,34.5,33.3,28.1,23.8,83.0,O,경고,X,낮음
2025-07-01,거제(294),X,31.8,30.8,27.5,24.7,79.3,O,주의,O,낮음
2025-07-01,남해(295),O,33.1,32.2,27.4,23.2,83.3,O,주의,X,낮음
2025-07-01,부천(433),X,31.1,30.1,26.8,24.1,79.0,X,관심,X,낮음
2025-07-01,안양(434),X,30.0,30.7,27.5,25.2,,X,관심,O,낮음
2025-07-01,광명(437),O,33.9,33.5,28.9,26.1,77.0,O,관심,O,낮음
2025-07-01,군포(438),X,32.7,31.9,27.7,24.8,80.0,X,관심,O,낮음
2025-07-01,김포(441),X,,31.4,27.5,25.5,,X,관심,O,낮음
2025-07-01,하남(444),O,34.2,33.4,27.8,25.0,77.0,O,주의,O,낮음
2025-07-01,의왕(445),X,32.8,31.7,27.4,24.3,81.0,O,관심,X,낮음
2025-07-01,포천(504),O,33.4,32.1,27.8,25.3,85.0,X,관심,X,낮음
2025-07-01,가평조종(505),O,33.7,32.2,26.8,23.0,88.0,O,주의,X,낮음
2025-07-01,안성(516),O,34.2,32.5,27.6,23.7,85.0,O,경고,X,낮음
2025-07-01,간성(517),O,34.2,35.5,28.9,25.9,65.0,O,주의,O,낮음
2025-07-01,평창(526),X,32.3,32.1,26.4,21.7,79.0,X,관심,X,낮음
2025-07-01,의정부(532),O,33.4,31.9,28.0,25.8,81.0,O,관심,O,낮음
2025-07-01,횡성(536),X,32.4,31.7,27.1,23.6,81.0,O,주의,X,낮음
2025-07-01,고양(540),O,34.5,33.3,27.3,24.9,85.0,O,관심,O,낮음
2025-07-01,남양주(541),O,34.8,34.1,28.8,25.9,80.0,O,주의,O,낮음
2025-07-01,안산(545),O,34.3,33.0,27.9,24.3,86.0,O,관심,X,낮음
2025-07-01,경기광주(546),X,32.4,30.5,26.8,23.4,85.0,O,주의,X,낮음
2025-07-01,여주(548),X,32.7,31.2,26.4,23.6,89.0,O,경고,X,낮음
2025-07-01,용인(549),O,33.3,30.9,26.6,24.0,90.0,O,주의,X,낮음
2025-07-01,오산(550),O,33.9,32.7,26.8,23.0,87.0,O,주의,X,낮음
2025-07-01,평택(551),O,33.8,32.5,27.7,24.6,92.0,O,주의,X,낮음
2025-07-01,화천(555),O,33.3,32.4,27.1,22.9,83.0,O,주의,X,낮음
2025-07-01,양구(556),O,33.0,32.4,27.2,22.1,79.0,X,관심,X,낮음
2025-07-01,시흥(565),O,33.0,31.4,28.0,25.5,83.0,X,관심,O,낮음
2025-07-01,구리(569),O,34.1,33.7,28.9,25.9,74.0,O,관심,O,낮음
2025-07-01,화성(571),O,33.6,32.5,27.6,25.1,84.0,O,관심,O,낮음
2025-07-01,성남(572),X,32.9,31.9,28.0,25.1,80.0,O,관심,O,낮음
2025-07-01,과천(590),O,33.4,32.2,27.4,25.3,86.0,O,관심,O,낮음
2025-07-01,양주(598),O,33.4,31.9,27.7,25.2,86.0,O,관심,O,낮음
2025-07-01,단양(601),O,33.2,33.2,27.2,22.7,81.0,O,주의,X,낮음
2025-07-01,진천(602),X,32.9,31.2,26.2,22.7,88.0,O,주의,X,낮음
2025-07-01,괴산(603),O,33.1,31.7,27.1,22.4,85.0,O,주의,X,낮음
2025-07-01,옥천(604),O,34.8,34.4,27.9,23.4,82.0,O,주의,X,낮음
2025-07-01,홍북(608),X,,,,,,O,관심,X,낮음
2025-07-01,공주(612),O,33.8,33.0,27.4,22.8,82.0,O,주의,X,낮음
2025-07-01,서천(614),O,33.0,31.4,27.2,23.6,88.0,X,관심,X,낮음
2025-07-01,논산(615),O,34.1,33.0,27.8,23.6,78.0,O,주의,X,낮음
2025-07-01,당진(616),O,33.7,31.9,27.2,24.8,89.0,O,관심,O,낮음
2025-07-01,청양(618),O,34.3,33.2,26.7,22.3,86.0,O,주의,X,낮음
2025-07-01,음성(619),X,32.9,31.4,26.6,23.2,90.0,O,주의,X,낮음
2025-07-01,증평(623),O,33.2,32.5,27.6,23.6,80.0,O,주의,X,낮음
2025-07-01,태안(627),X,32.1,29.6,26.5,24.6,92.0,X, ,X,낮음
2025-07-01,예산(628),O,33.5,32.4,,24.3,,O,관심,O,낮음
2025-07-01,아산(634),O,35.4,34.3,27.9,24.3,84.0,O,주의,X,낮음
2025-07-01,계룡(636),O,33.2,32.0,26.3,21.1,86.0,O,주의,X,낮음
2025-07-01,연천청산(652),O,33.0,31.9,26.6,23.2,85.0,X,관심,X,낮음
2025-07-01,양양(670),O,34.0,34.1,29.5,26.1,67.0,O,주의,O,낮음
2025-07-01,무안(699),O,34.3,33.4,28.8,25.2,80.0,O,주의,X,낮음
2025-07-01,무주(701),O,33.0,32.9,27.3,21.7,77.0,O,주의,X,낮음
2025-07-01,익산(702),O,33.7,32.4,28.5,25.2,81.0,O,주의,X,낮음
2025-07-01,진안(703),X,32.4,31.2,26.3,21.4,84.0,O,주의,X,낮음
2025-07-01,담양(706),O,34.2,32.8,28.1,23.8,83.0,O,경고,X,낮음
2025-07-01,구례(709),O,35.1,34.0,28.2,23.4,85.0,O,경고,O,낮음
2025-07-01,나주(710),O,34.1,33.5,28.4,23.6,79.0,O,경고,X,낮음
2025-07-01,순천시(712),O,33.5,31.9,28.4,24.8,80.0,O,경고,O,낮음
2025-07-01,광양읍(713),O,34.8,34.2,28.9,24.7,82.0,O,경고,O,낮음
2025-07-01,장성(730),O,34.5,34.0,28.1,23.9,82.0,O,경고,X,낮음
2025-07-01,영암(731),O,34.3,33.2,28.7,25.6,81.0,O,경고,X,낮음
2025-07-01,보성(732),X,32.1,30.9,26.8,24.8,87.0,O,경고,X,낮음
2025-07-01,완주(734),O,34.2,33.4,27.4,22.6,84.0,O,경고,X,낮음
2025-07-01,김제(737),O,34.7,33.8,29.0,25.5,81.0,O,주의,O,낮음
2025-07-01,화순(741),O,34.4,33.4,28.0,23.6,78.0,O,경고,X,낮음
2025-07-01,함평(754),O,34.0,33.6,28.6,24.4,80.0,O,주의,X,낮음
2025-07-01,곡성(768),O,34.3,32.9,27.1,22.4,87.0,O,경고,X,낮음
2025-07-01,압해도(789),O,33.0,30.9,27.6,25.2,87.0,O,주의,X,낮음
2025-07-01,영양(801),O,33.6,34.1,27.8,21.7,75.0,O,주의,X,낮음
2025-07-01,성주(810),O,35.4,35.1,29.0,23.8,78.0,O,경고,X,낮음
2025-07-01,고령(812),O,35.0,35.0,29.1,24.5,79.0,O,경고,X,낮음
2025-07-01,청도(813),O,34.7,34.8,28.7,22.9,77.0,O,경고,X,낮음
2025-07-01,예천(815),O,34.8,34.5,28.8,23.3,78.0,O,주의,X,낮음
2025-07-01,김천(822),O,34.6,34.9,29.0,22.5,73.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,군위(823),O,35.9,35.6,29.5,24.3,78.0,O,경고,X,낮음
2025-07-01,칠곡(825),O,35.7,35.7,29.6,24.9,82.0,O,경고,O,낮음
2025-07-01,경산(827),O,35.4,35.7,30.5,25.6,68.0,O,경고,O,낮음
2025-07-01,삼척(876),O,35.2,36.4,31.2,25.7,59.0,O,경고,O,낮음
2025-07-01,속초(90),X,32.8,32.8,29.5,26.2,62.3,O,주의,O,낮음
2025-07-01,삼천포(907),X,32.5,30.6,26.3,21.9,88.0,O,주의,X,낮음
2025-07-01,고성(918),X,32.8,30.9,27.2,23.4,88.0,O,주의,O,낮음
2025-07-01,창녕(919),O,35.3,35.6,30.0,24.9,72.0,O,경고,O,낮음
2025-07-01,함안(920),O,34.6,34.1,28.6,23.1,76.0,O,경고,O,낮음
2025-07-01,북춘천(93),O,34.0,33.3,27.4,22.9,85.4,O,주의,X,낮음
2025-07-01,하동(932),O,33.6,33.0,28.1,23.8,79.0,O,경고,X,낮음
2025-07-01,철원(95),X,32.8,31.4,27.5,24.8,84.8,X,관심,O,낮음
2025-07-01,동두천(98),X,32.9,31.2,27.3,25.2,91.0,X,관심,O,낮음
2025-07-01,파주(99),X,32.9,30.3,26.7,24.5,92.8,O,관심,O,낮음
2025-07-02,북강릉(104),O,34.5,35.4,31.3,27.0,59.4,O,경고,O,낮음
2025-07-02,동해(106),O,34.1,35.3,30.1,26.1,61.5,O,경고,O,낮음
2025-07-02,서울(108),X,32.0,30.9,28.6,26.8,76.3,O,주의,O,낮음
2025-07-02,인천(112),X,31.1,28.7,26.4,25.2,91.4,O,관심,O,낮음
2025-07-02,원주(114),O,33.1,32.7,28.6,24.8,77.0,O,주의,O,낮음
2025-07-02,울릉도(115),O,33.6,32.5,29.4,25.5,72.4,O,주의,O,낮음
2025-07-02,수원(119),X,31.9,30.9,27.7,25.1,79.6,O,관심,O,낮음
2025-07-02,영월(121),O,33.5,33.0,27.3,23.1,80.9,O,주의,X,낮음
2025-07-02,충주(127),O,33.7,32.8,28.0,23.5,80.5,O,주의,O,낮음
2025-07-02,서산(129),X,32.3,30.5,27.3,25.2,89.5,O,관심,X,낮음
2025-07-02,울진(130),O,35.2,36.2,30.9,27.9,60.6,O,경고,O,낮음
2025-07-02,청주(131),O,34.2,34.2,30.0,26.7,67.9,O,주의,O,낮음
2025-07-02,대전(133),O,34.7,34.2,29.4,25.0,71.3,O,주의,O,낮음
2025-07-02,추풍령(135),O,33.3,32.8,27.7,22.7,76.1,O,주의,X,낮음
2025-07-02,안동(136),O,34.4,34.3,29.5,24.7,73.0,O,경고,O,낮음
2025-07-02,상주(137),O,34.8,34.4,29.4,24.2,74.3,O,경고,O,낮음
2025-07-02,포항(138),O,34.9,36.3,31.9,28.2,58.1,O,경고,O,낮음
2025-07-02,군산(140),X,32.8,31.7,28.2,24.7,79.8,O,주의,X,낮음
2025-07-02,대구(143),O,35.3,36.4,31.4,26.9,63.4,O,경고,O,낮음
2025-07-02,전주(146),O,34.7,34.1,29.6,25.4,71.8,O,경고,O,낮음
2025-07-02,울산(152),O,35.1,36.3,30.4,26.0,65.4,X, ,O,낮음
2025-07-02,창원(155),O,35.1,34.4,29.4,26.0,78.6,O,경고,X,낮음
2025-07-02,광주(156),O,34.8,34.6,29.5,25.3,73.3,O,경고,O,낮음
2025-07-02,부산(159),X,32.3,30.7,27.8,24.9,81.0,X, ,X,낮음
2025-07-02,통영(162),X,31.8,31.3,26.0,23.5,78.4,O,주의,X,낮음
2025-07-02,목포(165),X,32.8,31.3,28.1,25.7,84.0,O,주의,X,낮음
2025-07-02,여수(168),X,31.8,30.6,27.2,24.9,85.0,O,주의,X,낮음
2025-07-02,흑산도(169),X,30.1,27.6,24.0,21.0,92.8,X,관심,X,낮음
2025-07-02,완도(170),O,34.7,34.0,28.9,24.7,75.8,O,주의,X,낮음
2025-07-02,고창(172),O,34.2,33.6,29.0,25.7,79.4,O,주의,X,낮음
2025-07-02,제주(184),X,31.9,31.1,28.2,25.6,74.8,O,경고,O,낮음
2025-07-02,진주(192),O,34.9,33.8,29.1,25.4,80.4,O,주의,X,낮음
2025-07-02,양평(202),X,32.4,31.9,27.7,24.6,79.9,O,경고,X,낮음
2025-07-02,이천(203),O,33.8,33.0,28.2,24.3,82.9,O,경고,O,낮음
2025-07-02,인제(211),X,31.1,30.7,27.1,24.7,72.9,O,관심,X,낮음
2025-07-02,홍천(212),X,32.6,32.1,27.5,24.1,77.6,O,주의,X,낮음
2025-07-02,태백(216),X,30.4,30.3,26.7,23.9,66.9,X,관심,X,낮음
2025-07-02,정선군(217),O,33.3,33.6,28.0,23.2,69.4,O,주의,X,낮음
2025-07-02,제천(221),X,32.6,32.0,26.7,22.9,82.5,O,주의,X,낮음
2025-07-02,보은(226),O,33.4,33.0,27.4,22.8,81.0,O,주의,X,낮음
2025-07-02,천안(232),O,33.0,32.3,27.2,22.4,84.3,O,주의,X,낮음
2025-07-02,보령(235),X,32.2,30.4,27.6,25.3,85.1,O,관심,X,낮음
2025-07-02,부여(236),O,33.3,32.5,27.9,23.8,80.8,O,주의,X,낮음
2025-07-02,금산(238),O,34.0,33.7,28.2,23.2,80.3,O,주의,X,낮음
2025-07-02,세종(239),O,33.6,33.1,28.0,24.0,79.3,O,주의,X,낮음
2025-07-02,부안(243),O,33.5,33.1,28.7,25.2,75.1,O,주의,X,낮음
2025-07-02,임실(244),O,34.0,33.9,27.6,22.3,79.0,O,주의,X,낮음
2025-07-02,정읍(245),O,34.7,34.2,28.9,24.6,76.9,O,경고,X,낮음
2025-07-02,남원(247),O,35.5,35.1,29.3,23.8,77.0,O,주의,O,낮음
2025-07-02,장수(248),O,33.2,32.5,26.9,20.9,81.6,O,주의,X,낮음
2025-07-02,영광군(252),O,34.9,34.9,28.8,25.6,78.9,O,주의,X,낮음
2025-07-02,김해시(253),O,35.8,34.9,29.5,25.7,78.8,O,경고,X,낮음
2025-07-02,순창군(254),O,34.4,34.8,28.8,23.2,74.4,O,주의,X,낮음
2025-07-02,양산시(257),O,35.6,35.2,29.9,25.8,78.4,O,경고,O,낮음
2025-07-02,강진군(259),O,35.0,35.0,29.1,25.4,78.3,O,주의,X,낮음
2025-07-02,장흥(260),O,34.7,34.2,29.3,25.0,76.8,O,주의,X,낮음
2025-07-02,해남(261),X,32.8,32.6,28.3,24.7,81.8,O,주의,X,낮음
2025-07-02,고흥(262),O,34.8,34.1,28.7,24.3,77.3,O,주의,X,낮음
2025-07-02,의령군(263),O,35.8,35.4,29.7,24.3,74.3,O,주의,X,낮음
2025-07-02,함양군(264),O,35.0,35.9,29.6,23.2,71.8,O,경고,X,낮음
2025-07-02,진도군ASOS(268),X,32.6,32.0,27.7,24.4,83.6,O,주의,X,낮음
2025-07-02,봉화(271),O,33.1,33.3,26.7,21.5,78.4,O,주의,X,낮음
2025-07-02,영주(272),X,32.6,32.2,27.9,24.4,76.0,O,주의,X,낮음
2025-07-02,문경(273),O,33.8,33.7,28.4,23.0,77.9,O,주의,X,낮음
2025-07-02,청송군(276),O,34.0,35.1,28.9,23.0,68.5,O,주의,X,낮음
2025-07-02,영덕(277),O,34.8,35.0,29.8,25.9,65.8,O,경고,O,낮음
2025-07-02,의성(278),O,34.8,35.7,29.5,24.1,74.5,O,경고,X,낮음
2025-07-02,구미(279),O,35.9,36.4,30.5,24.9,68.8,O,경고,O,낮음
2025-07-02,영천(281),O,35.0,35.7,30.4,25.8,68.5,O,경고,X,낮음
2025-07-02,경주시(283),O,36.0,36.6,30.8,25.6,70.8,O,경고,O,낮음
2025-07-02,거창(284),O,35.8,36.7,29.1,22.7,72.3,O,경고,X,낮음
2025-07-02,합천(285),O,36.6,37.7,30.4,24.6,76.8,O,경고,O,낮음
2025-07-02,밀양(288),O,37.2,38.3,32.0,26.7,67.4,O,경고,O,낮음
2025-07-02,산청(289),O,36.3,36.6,29.7,24.3,77.4,O,경고,X,낮음
2025-07-02,거제(294),X,32.9,31.9,28.3,25.3,77.6,O,주의,X,낮음
2025-07-02,남해(295),O,34.2,33.6,28.5,24.4,79.0,O,주의,X,낮음
2025-07-02,부천(433),X,30.7,29.6,26.7,24.9,77.0,O,관심,X,낮음
2025-07-02,안양(434),X,30.4,30.6,27.8,26.0,,O,관심,O,낮음
2025-07-02,광명(437),O,33.0,32.2,29.0,26.6,75.0,O,관심,O,낮음
2025-07-02,군포(438),X,31.9,31.2,27.9,25.5,76.0,O,관심,O,낮음
2025-07-02,김포(441),X,,31.3,27.8,25.7,,X,관심,O,낮음
2025-07-02,하남(444),X,32.5,32.0,27.9,25.1,74.0,O,주의,O,낮음
2025-07-02,의왕(445),X,31.9,30.7,27.4,24.9,80.0,O,관심,O,낮음
2025-07-02,포천(504),X,32.5,31.7,27.7,24.9,82.0,O,관심,O,낮음
2025-07-02,가평조종(505),X,32.5,31.6,27.2,24.2,84.0,O,경고,X,낮음
2025-07-02,안성(516),O,33.8,32.5,28.4,24.2,80.0,O,경고,X,낮음
2025-07-02,간성(517),X,32.4,33.1,29.6,26.0,61.0,O,주의,O,낮음
2025-07-02,평창(526),X,32.5,32.6,26.1,22.4,79.0,X,관심,X,낮음
2025-07-02,의정부(532),O,33.0,31.8,28.1,25.5,77.0,O,관심,O,낮음
2025-07-02,횡성(536),X,32.8,32.9,27.6,24.2,78.0,O,주의,X,낮음
2025-07-02,고양(540),X,32.9,31.5,27.6,24.9,83.0,O,관심,X,낮음
2025-07-02,남양주(541),O,33.9,33.0,29.0,26.3,74.0,O,주의,O,낮음
2025-07-02,안산(545),O,33.2,31.8,27.7,24.2,85.0,O,관심,X,낮음
2025-07-02,경기광주(546),X,32.6,31.7,27.5,24.4,80.0,O,경고,X,낮음
2025-07-02,여주(548),O,33.6,33.0,28.0,24.2,81.0,O,경고,O,낮음
2025-07-02,용인(549),O,33.4,33.0,28.3,24.3,80.0,O,주의,O,낮음
2025-07-02,오산(550),O,34.2,33.0,27.7,23.4,82.0,O,주의,X,낮음
2025-07-02,평택(551),O,33.5,32.4,28.3,24.8,86.0,O,주의,X,낮음
2025-07-02,화천(555),X,32.9,32.4,27.2,23.8,80.0,O,주의,X,낮음
2025-07-02,양구(556),X,31.8,31.1,27.1,23.3,78.0,O,관심,X,낮음
2025-07-02,시흥(565),O,33.0,31.6,28.0,25.7,82.0,O,관심,O,낮음
2025-07-02,구리(569),O,33.1,32.9,28.6,26.0,72.0,O,주의,O,낮음
2025-07-02,화성(571),O,33.0,31.7,28.1,25.1,81.0,O,주의,O,낮음
2025-07-02,성남(572),X,32.0,31.3,28.5,25.1,75.0,O,주의,O,낮음
2025-07-02,과천(590),X,32.8,31.7,27.9,25.0,80.0,O,주의,O,낮음
2025-07-02,양주(598),X,32.7,31.5,27.6,25.2,83.0,O,관심,X,낮음
2025-07-02,단양(601),X,32.8,32.4,27.4,24.1,80.0,O,주의,X,낮음
2025-07-02,진천(602),O,33.3,32.4,27.4,22.7,81.0,O,주의,X,낮음
2025-07-02,괴산(603),O,33.9,33.3,27.6,23.5,82.0,O,주의,X,낮음
2025-07-02,옥천(604),O,34.7,34.4,28.7,23.1,77.0,O,주의,X,낮음
2025-07-02,홍북(608),X,,,,,,O,관심,X,낮음
2025-07-02,공주(612),O,34.0,33.6,28.3,23.2,79.0,O,주의,X,낮음
2025-07-02,서천(614),X,31.9,30.1,27.0,24.1,86.0,O,관심,X,낮음
2025-07-02,논산(615),O,33.3,32.5,28.1,23.6,75.0,O,주의,X,낮음
2025-07-02,당진(616),X,32.8,30.9,27.5,25.3,87.0,O,관심,O,낮음
