일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2025-07-11,양구(556),X,30.9,32.3,24.6,16.6,65.0,O,주의,X,낮음
2025-07-11,시흥(565),O,33.0,35.2,29.2,21.8,48.0,O,경고,X,낮음
2025-07-11,구리(569),O,33.6,36.1,29.2,23.0,47.0,O,경고,X,낮음
2025-07-11,화성(571),O,33.3,35.5,29.9,24.3,43.0,O,경고,X,낮음
2025-07-11,성남(572),X,32.6,35.0,29.2,22.6,47.0,O,경고,X,낮음
2025-07-11,과천(590),O,33.2,34.7,28.0,21.1,54.0,O,경고,X,낮음
2025-07-11,양주(598),O,34.3,36.7,28.1,20.1,56.0,O,경고,X,낮음
2025-07-11,단양(601),X,32.1,34.7,26.0,17.6,57.0,O,경고,X,낮음
2025-07-11,진천(602),X,32.9,33.6,26.8,19.3,55.0,O,경고,X,낮음
2025-07-11,괴산(603),X,32.3,34.6,26.3,18.4,57.0,O,경고,X,낮음
2025-07-11,옥천(604),X,32.5,34.2,27.8,21.2,51.0,O,경고,X,낮음
2025-07-11,홍북(608),X,,,,,,O,경고,X,낮음
2025-07-11,공주(612),X,31.9,33.6,28.2,22.4,47.0,O,경고,X,낮음
2025-07-11,서천(614),O,33.0,33.8,29.0,24.1,50.0,O,경고,X,낮음
2025-07-11,논산(615),X,32.4,33.7,29.0,24.6,47.0,O,경고,X,낮음
2025-07-11,당진(616),X,32.8,34.6,28.7,23.2,49.0,O,경고,X,낮음
2025-07-11,청양(618),X,32.8,34.0,27.8,22.1,54.0,O,경고,X,낮음
2025-07-11,음성(619),X,32.4,34.3,26.8,20.2,55.0,O,경고,X,낮음
2025-07-11,증평(623),X,31.4,33.6,27.7,21.9,47.0,O,경고,X,낮음
2025-07-11,태안(627),X,32.2,33.7,28.8,24.8,48.0,O,경고,X,낮음
2025-07-11,예산(628),X,32.5,34.9,29.4,23.8,42.0,O,경고,X,낮음
2025-07-11,아산(634),O,33.5,36.2,30.2,24.4,40.0,O,경고,X,낮음
2025-07-11,계룡(636),X,32.0,33.2,27.9,23.1,49.0,O,경고,X,낮음
2025-07-11,연천청산(652),O,33.4,34.7,26.8,18.8,60.0,O,경고,X,낮음
2025-07-11,양양(670),X,28.7,26.7,23.5,20.1,83.0,X, ,X,낮음
2025-07-11,무안(699),O,34.2,34.7,28.6,22.5,69.0,O,경고,X,낮음
2025-07-11,무주(701),X,30.3,31.9,27.1,23.2,46.0,O,경고,X,낮음
2025-07-11,익산(702),O,33.8,34.5,29.3,24.5,55.0,O,경고,X,낮음
2025-07-11,진안(703),X,31.6,32.4,27.1,22.5,51.0,O,경고,X,낮음
2025-07-11,담양(706),O,34.0,35.3,29.9,24.5,50.0,O,경고,X,낮음
2025-07-11,구례(709),O,34.1,34.5,28.8,23.7,62.0,O,경고,X,낮음
2025-07-11,나주(710),O,34.7,35.5,29.1,23.0,61.0,O,경고,X,낮음
2025-07-11,순천시(712),O,33.0,33.8,29.6,26.6,51.0,O,경고,X,낮음
2025-07-11,광양읍(713),O,34.3,35.9,30.6,26.6,45.0,O,경고,X,낮음
2025-07-11,장성(730),O,34.7,36.0,29.7,22.9,57.0,O,경고,X,낮음
2025-07-11,영암(731),O,34.5,35.0,29.4,24.4,61.0,O,경고,X,낮음
2025-07-11,보성(732),X,31.6,32.1,27.3,23.0,58.0,O,경고,X,낮음
2025-07-11,완주(734),O,34.1,35.7,29.3,22.2,49.0,O,경고,X,낮음
2025-07-11,김제(737),O,34.0,35.0,29.7,24.2,55.0,O,경고,X,낮음
2025-07-11,화순(741),O,35.2,35.8,29.2,22.7,63.0,O,경고,X,낮음
2025-07-11,함평(754),O,34.4,35.4,28.8,24.4,64.0,O,경고,X,낮음
2025-07-11,곡성(768),O,33.7,34.8,28.1,21.3,58.0,O,경고,X,낮음
2025-07-11,압해도(789),O,35.0,34.8,28.3,24.3,68.0,O,경고,X,낮음
2025-07-11,영양(801),X,29.1,30.9,24.5,18.7,62.0,X, ,X,낮음
2025-07-11,성주(810),X,32.1,32.9,25.8,20.1,66.0,O,주의,X,낮음
2025-07-11,고령(812),X,30.3,31.5,26.5,21.9,57.0,O,주의,X,낮음
2025-07-11,청도(813),X,29.7,29.8,25.8,22.6,65.0,O,주의,X,낮음
2025-07-11,예천(815),X,31.8,34.4,26.7,20.6,53.0,O,경고,X,낮음
2025-07-11,김천(822),X,31.9,33.9,26.0,18.4,58.0,O,주의,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,군위(823),X,31.4,33.1,26.0,18.6,63.0,O,경고,X,낮음
2025-07-11,칠곡(825),O,33.0,34.4,27.1,22.1,62.0,O,주의,X,낮음
2025-07-11,경산(827),X,30.5,31.5,26.3,23.3,63.0,O,주의,X,낮음
2025-07-11,삼척(876),X,30.3,29.9,25.1,21.4,77.0,X, ,X,낮음
2025-07-11,속초(90),X,29.0,27.9,24.6,22.0,77.5,X, ,X,낮음
2025-07-11,삼천포(907),X,32.5,33.6,27.4,22.9,57.0,O,주의,X,낮음
2025-07-11,고성(918),X,32.0,32.5,27.2,23.2,61.0,O,주의,X,낮음
2025-07-11,창녕(919),X,31.8,32.4,27.3,24.2,59.0,O,경고,X,낮음
2025-07-11,함안(920),X,32.9,33.1,26.8,22.7,65.0,O,경고,X,낮음
2025-07-11,북춘천(93),X,32.3,34.4,27.3,19.7,55.3,O,경고,X,낮음
2025-07-11,하동(932),X,32.5,34.6,29.4,26.0,43.0,O,경고,X,낮음
2025-07-11,철원(95),X,32.0,32.7,26.2,20.6,65.6,O,주의,X,낮음
2025-07-11,동두천(98),X,32.4,33.7,27.5,21.6,58.0,O,경고,X,낮음
2025-07-11,파주(99),O,33.0,32.5,26.1,18.8,72.0,O,경고,X,낮음
2025-07-12,북강릉(104),X,30.3,29.6,24.7,20.0,79.6,X, ,X,낮음
2025-07-12,동해(106),X,29.5,28.9,24.4,20.6,80.1,X, ,X,낮음
2025-07-12,서울(108),O,33.4,36.5,30.3,24.4,47.5,O,경고,O,낮음
2025-07-12,인천(112),X,31.5,33.1,29.2,25.1,49.1,O,경고,X,낮음
2025-07-12,원주(114),X,32.9,35.6,28.0,20.2,54.4,O,경고,X,낮음
2025-07-12,울릉도(115),X,29.2,27.7,24.1,21.9,80.0,X, ,X,낮음
2025-07-12,수원(119),X,32.1,34.2,28.3,23.6,50.3,O,경고,X,낮음
2025-07-12,영월(121),O,33.3,35.4,26.8,17.1,60.6,O,주의,X,낮음
2025-07-12,충주(127),X,32.8,33.9,26.8,19.7,58.9,O,경고,X,낮음
2025-07-12,서산(129),X,32.5,34.1,27.5,23.0,53.9,O,경고,X,낮음
2025-07-12,울진(130),X,29.1,28.6,23.9,20.7,79.8,X, ,X,낮음
2025-07-12,청주(131),X,32.2,34.0,29.2,24.0,47.8,O,경고,X,낮음
2025-07-12,대전(133),X,32.8,34.1,28.6,22.7,54.4,O,경고,X,낮음
2025-07-12,추풍령(135),X,30.2,30.3,24.2,18.2,69.4,O,경고,X,낮음
2025-07-12,안동(136),X,32.3,34.3,26.7,18.0,60.0,O,경고,X,낮음
2025-07-12,상주(137),X,32.6,33.3,26.1,19.5,65.3,O,경고,X,낮음
2025-07-12,포항(138),X,28.2,27.0,24.5,23.2,79.1,X, ,X,낮음
2025-07-12,군산(140),X,32.0,33.0,27.6,23.6,56.5,O,경고,X,낮음
2025-07-12,대구(143),X,30.6,31.8,26.2,21.8,60.4,O,주의,X,낮음
2025-07-12,전주(146),O,33.8,35.3,29.2,23.2,50.3,O,경고,X,낮음
2025-07-12,울산(152),X,28.6,28.2,24.4,21.5,72.0,X, ,X,낮음
2025-07-12,창원(155),X,32.1,32.7,27.0,23.6,64.3,O,주의,X,낮음
2025-07-12,광주(156),O,33.9,35.1,28.9,23.8,56.1,O,경고,O,낮음
2025-07-12,부산(159),X,31.1,31.5,26.7,23.8,64.0,X, ,X,낮음
2025-07-12,통영(162),X,31.2,32.2,26.6,23.2,55.0,O,주의,X,낮음
2025-07-12,목포(165),X,31.9,31.8,27.6,25.0,65.0,O,경고,X,낮음
2025-07-12,여수(168),X,30.9,30.6,26.4,23.7,62.6,O,경고,X,낮음
2025-07-12,흑산도(169),X,31.0,30.7,26.4,22.7,70.5,O,주의,X,낮음
2025-07-12,완도(170),O,33.7,33.9,27.6,22.8,68.6,O,경고,X,낮음
2025-07-12,고창(172),X,32.7,33.6,27.9,22.4,62.1,O,경고,X,낮음
2025-07-12,제주(184),X,27.4,25.3,24.8,24.1,81.0,O,주의,X,낮음
2025-07-12,진주(192),O,33.5,33.9,27.5,23.0,65.3,O,경고,X,낮음
2025-07-12,양평(202),X,31.0,33.1,27.0,21.1,56.8,O,경고,X,낮음
2025-07-12,이천(203),O,33.1,34.6,26.9,19.1,61.9,O,경고,X,낮음
2025-07-12,인제(211),X,32.2,34.7,25.7,17.4,60.3,O,주의,X,낮음
2025-07-12,홍천(212),X,32.9,35.8,27.0,18.4,57.8,O,경고,X,낮음
2025-07-12,태백(216),X,29.2,31.6,22.7,13.5,64.1,X, ,X,낮음
2025-07-12,정선군(217),O,33.8,37.2,25.9,16.0,61.0,O,관심,X,낮음
2025-07-12,제천(221),X,31.4,33.0,25.1,17.9,65.0,O,경고,X,낮음
2025-07-12,보은(226),X,30.7,31.4,25.2,20.2,66.1,O,경고,X,낮음
2025-07-12,천안(232),X,31.6,32.9,26.4,19.4,62.4,O,경고,X,낮음
2025-07-12,보령(235),X,32.4,34.1,27.9,23.5,53.9,O,경고,X,낮음
2025-07-12,부여(236),X,32.7,34.5,27.7,21.9,58.5,O,경고,X,낮음
2025-07-12,금산(238),O,33.0,34.0,27.1,21.6,63.4,O,경고,X,낮음
2025-07-12,세종(239),X,32.8,33.8,27.7,22.1,57.8,O,경고,X,낮음
2025-07-12,부안(243),X,32.0,33.8,27.7,22.9,56.6,O,경고,X,낮음
2025-07-12,임실(244),X,32.4,33.2,26.7,20.2,60.9,O,경고,X,낮음
2025-07-12,정읍(245),O,34.1,35.8,28.6,23.1,52.0,O,경고,X,낮음
2025-07-12,남원(247),O,33.9,34.2,28.2,23.3,62.8,O,경고,X,낮음
2025-07-12,장수(248),X,31.8,32.6,24.9,17.2,70.3,O,경고,X,낮음
2025-07-12,영광군(252),X,32.3,33.6,27.9,23.5,59.4,O,경고,X,낮음
2025-07-12,김해시(253),X,32.2,32.7,26.9,23.0,64.4,O,경고,X,낮음
2025-07-12,순창군(254),O,33.1,35.3,28.4,21.4,51.6,O,경고,X,낮음
2025-07-12,양산시(257),X,31.5,32.4,27.2,24.0,62.0,O,주의,X,낮음
2025-07-12,강진군(259),O,33.5,33.5,27.7,23.5,65.6,O,경고,X,낮음
2025-07-12,장흥(260),X,32.9,33.1,27.7,23.8,63.9,O,경고,X,낮음
2025-07-12,해남(261),X,32.0,33.1,27.1,23.7,65.5,O,경고,X,낮음
2025-07-12,고흥(262),X,32.7,33.1,27.4,23.9,64.9,O,경고,X,낮음
2025-07-12,의령군(263),X,32.0,32.2,26.6,21.2,67.3,O,주의,X,낮음
2025-07-12,함양군(264),X,32.2,33.0,26.4,19.3,66.6,O,경고,X,낮음
2025-07-12,진도군ASOS(268),X,31.2,31.1,26.2,22.1,73.0,O,주의,X,낮음
2025-07-12,봉화(271),X,30.9,33.0,23.8,14.4,64.1,O,주의,X,낮음
2025-07-12,영주(272),X,31.4,32.9,24.5,17.0,65.8,O,경고,X,낮음
2025-07-12,문경(273),X,32.0,32.6,25.1,17.5,69.5,O,주의,X,낮음
2025-07-12,청송군(276),X,30.4,32.8,24.9,18.4,58.9,X, ,X,낮음
2025-07-12,영덕(277),X,29.6,29.0,23.4,19.7,81.1,X, ,X,낮음
2025-07-12,의성(278),X,32.4,34.0,25.7,17.9,66.3,O,경고,X,낮음
2025-07-12,구미(279),X,32.3,33.7,26.8,19.6,57.8,O,주의,X,낮음
2025-07-12,영천(281),X,29.6,30.1,24.5,20.0,69.6,O,주의,X,낮음
2025-07-12,경주시(283),X,30.2,30.1,25.3,21.9,70.6,X,관심,X,낮음
2025-07-12,거창(284),X,31.9,32.0,25.5,18.2,69.6,O,주의,X,낮음
2025-07-12,합천(285),X,32.7,33.2,27.3,21.1,67.8,O,경고,X,낮음
2025-07-12,밀양(288),O,33.0,34.8,29.0,23.1,57.5,O,경고,X,낮음
2025-07-12,산청(289),X,32.8,32.5,26.3,19.4,72.0,O,경고,X,낮음
2025-07-12,거제(294),X,30.3,30.3,26.0,23.1,65.8,O,관심,X,낮음
2025-07-12,남해(295),X,32.0,32.2,26.4,23.0,65.3,O,관심,X,낮음
2025-07-12,부천(433),X,31.4,35.7,28.7,23.6,42.0,O,경고,X,낮음
2025-07-12,안양(434),X,28.9,34.5,29.6,25.2,,O,경고,O,낮음
2025-07-12,광명(437),O,33.4,38.4,31.6,26.3,40.0,O,경고,O,낮음
2025-07-12,군포(438),X,32.3,35.3,29.6,24.7,42.0,O,경고,X,낮음
2025-07-12,김포(441),X,,37.2,29.2,22.1,,O,경고,X,낮음
2025-07-12,하남(444),O,33.0,36.3,29.0,21.7,47.0,O,경고,X,낮음
2025-07-12,의왕(445),X,32.0,34.3,27.1,19.9,54.0,O,경고,X,낮음
2025-07-12,포천(504),O,33.3,35.6,28.1,21.3,57.0,O,주의,X,낮음
2025-07-12,가평조종(505),X,32.4,34.9,26.7,18.0,63.0,O,경고,X,낮음
2025-07-12,안성(516),O,33.0,35.5,28.1,21.0,57.0,O,경고,X,낮음
2025-07-12,간성(517),X,28.9,28.0,23.7,18.8,79.0,X, ,X,낮음
2025-07-12,평창(526),X,32.0,34.2,25.2,17.1,62.0,X, ,X,낮음
2025-07-12,의정부(532),X,32.8,35.6,28.1,20.4,53.0,O,경고,X,낮음
2025-07-12,횡성(536),X,32.7,35.6,26.9,19.1,56.0,O,경고,X,낮음
2025-07-12,고양(540),O,34.1,37.6,28.0,20.3,58.0,O,경고,X,낮음
2025-07-12,남양주(541),O,33.4,36.4,28.9,21.2,48.0,O,경고,X,낮음
2025-07-12,안산(545),O,33.8,35.3,26.7,18.3,65.0,O,경고,X,낮음
2025-07-12,경기광주(546),X,31.9,34.3,26.9,21.0,55.0,O,경고,X,낮음
2025-07-12,여주(548),X,32.7,35.0,27.6,20.3,56.0,O,경고,X,낮음
2025-07-12,용인(549),X,32.8,35.1,27.8,21.6,54.0,O,경고,X,낮음
2025-07-12,오산(550),X,32.3,34.3,27.1,21.1,57.0,O,경고,X,낮음
2025-07-12,평택(551),O,33.0,35.0,28.2,22.4,54.0,O,경고,X,낮음
2025-07-12,화천(555),X,32.7,34.5,25.3,17.7,68.0,O,경고,X,낮음
2025-07-12,양구(556),O,33.0,35.5,25.4,16.2,63.0,O,주의,X,낮음
2025-07-12,시흥(565),X,32.7,35.5,28.0,20.3,56.0,O,경고,X,낮음
2025-07-12,구리(569),X,32.8,36.3,29.1,22.6,46.0,O,경고,X,낮음
2025-07-12,화성(571),X,32.9,35.8,28.1,22.2,53.0,O,경고,X,낮음
2025-07-12,성남(572),X,31.9,34.8,28.7,22.3,49.0,O,경고,X,낮음
2025-07-12,과천(590),X,32.7,34.4,27.5,19.8,57.0,O,경고,X,낮음
2025-07-12,양주(598),O,33.9,37.2,27.9,19.9,59.0,O,경고,X,낮음
2025-07-12,단양(601),X,31.7,33.7,25.0,16.9,62.0,O,경고,X,낮음
2025-07-12,진천(602),X,32.4,33.8,25.7,18.0,67.0,O,경고,X,낮음
2025-07-12,괴산(603),X,32.3,33.5,25.5,16.8,67.0,O,경고,X,낮음
2025-07-12,옥천(604),X,32.2,32.9,26.5,19.7,65.0,O,경고,X,낮음
2025-07-12,홍북(608),X,,,,,,O,경고,X,낮음
2025-07-12,공주(612),X,32.3,33.4,27.1,21.3,58.0,O,경고,X,낮음
2025-07-12,서천(614),X,32.0,31.8,26.5,22.6,59.0,O,경고,X,낮음
2025-07-12,논산(615),O,33.0,34.3,27.9,22.5,59.0,O,경고,X,낮음
2025-07-12,당진(616),X,32.8,34.7,26.9,22.1,56.0,O,경고,X,낮음
2025-07-12,청양(618),O,33.0,34.5,26.2,19.1,63.0,O,경고,X,낮음
2025-07-12,음성(619),X,32.6,33.7,25.7,17.7,68.0,O,경고,X,낮음
2025-07-12,증평(623),X,32.0,33.9,27.1,19.9,56.0,O,경고,X,낮음
2025-07-12,태안(627),X,32.0,32.8,26.6,21.7,57.0,O,경고,X,낮음
2025-07-12,예산(628),X,32.0,34.6,28.0,22.7,54.0,O,경고,X,낮음
2025-07-12,아산(634),X,32.9,35.4,28.2,23.3,50.0,O,경고,X,낮음
2025-07-12,계룡(636),X,32.0,33.2,25.4,18.5,70.0,O,경고,X,낮음
2025-07-12,연천청산(652),X,32.8,35.1,26.7,18.8,62.0,O,경고,X,낮음
2025-07-12,양양(670),X,28.6,27.1,23.9,19.6,81.0,X, ,X,낮음
2025-07-12,무안(699),O,33.6,34.2,27.4,22.6,70.0,O,경고,X,낮음
2025-07-12,무주(701),X,31.4,32.4,25.8,18.6,63.0,O,경고,X,낮음
2025-07-12,익산(702),X,32.9,34.4,27.3,22.8,63.0,O,경고,X,낮음
2025-07-12,진안(703),X,32.4,33.5,26.0,20.6,63.0,O,경고,X,낮음
2025-07-12,담양(706),O,34.1,35.5,28.2,21.3,61.0,O,경고,X,낮음
2025-07-12,구례(709),O,34.4,34.8,27.6,20.6,71.0,O,경고,X,낮음
2025-07-12,나주(710),O,33.1,33.9,27.6,21.8,66.0,O,경고,X,낮음
2025-07-12,순천시(712),X,32.9,32.8,28.0,24.8,61.0,O,경고,X,낮음
2025-07-12,광양읍(713),O,34.2,35.1,28.6,22.5,59.0,O,경고,X,낮음
2025-07-12,장성(730),O,34.2,35.9,27.9,21.7,61.0,O,경고,X,낮음
2025-07-12,영암(731),O,33.8,34.1,27.5,22.1,67.0,O,경고,X,낮음
2025-07-12,보성(732),X,31.4,31.7,26.2,21.7,65.0,O,경고,X,낮음
2025-07-12,완주(734),O,33.5,35.0,27.2,20.7,62.0,O,경고,X,낮음
2025-07-12,김제(737),X,32.9,33.9,28.0,22.8,58.0,O,경고,X,낮음
2025-07-12,화순(741),O,34.6,35.3,28.1,21.9,66.0,O,경고,X,낮음
2025-07-12,함평(754),O,33.4,34.2,27.8,23.6,62.0,O,경고,X,낮음
2025-07-12,곡성(768),O,33.5,34.7,27.4,20.4,65.0,O,경고,X,낮음
2025-07-12,압해도(789),X,31.9,31.5,26.7,23.1,76.0,O,경고,X,낮음
2025-07-12,영양(801),X,30.7,32.6,23.9,16.7,67.0,X, ,X,낮음
2025-07-12,성주(810),X,31.4,32.1,25.6,19.8,67.0,O,주의,X,낮음
2025-07-12,고령(812),X,31.8,32.3,25.9,19.9,71.0,O,주의,X,낮음
2025-07-12,청도(813),X,31.9,32.9,26.3,20.1,69.0,O,주의,X,낮음
2025-07-12,예천(815),X,32.5,34.5,26.5,18.0,60.0,O,경고,X,낮음
2025-07-12,김천(822),X,31.6,32.6,25.0,17.0,66.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,군위(823),X,32.6,33.4,26.0,18.0,67.0,O,주의,X,낮음
2025-07-12,칠곡(825),X,31.9,32.7,26.3,20.3,67.0,O,주의,X,낮음
2025-07-12,경산(827),X,31.5,32.3,26.6,21.9,64.0,O,주의,X,낮음
2025-07-12,삼척(876),X,30.8,31.2,25.1,20.6,75.0,X, ,X,낮음
2025-07-12,속초(90),X,29.4,28.5,24.7,20.6,78.1,X, ,X,낮음
2025-07-12,삼천포(907),X,31.8,31.7,26.1,21.8,67.0,O,주의,X,낮음
2025-07-12,고성(918),X,31.5,31.4,26.0,21.4,72.0,O,주의,X,낮음
2025-07-12,창녕(919),X,32.7,33.4,27.6,21.9,63.0,O,경고,X,낮음
2025-07-12,함안(920),O,33.7,33.3,26.2,20.5,74.0,O,경고,X,낮음
2025-07-12,북춘천(93),X,32.9,36.0,27.3,18.6,58.5,O,경고,X,낮음
2025-07-12,하동(932),X,32.8,34.1,28.0,24.3,58.0,O,경고,X,낮음
2025-07-12,철원(95),X,32.3,33.4,26.2,17.9,69.5,O,주의,X,낮음
2025-07-12,동두천(98),X,32.8,34.6,27.4,21.0,58.9,O,경고,X,낮음
2025-07-12,파주(99),O,33.0,33.3,26.5,20.3,74.6,O,경고,X,낮음
2025-07-13,북강릉(104),X,32.8,32.3,24.9,20.2,81.0,X, ,X,낮음
2025-07-13,동해(106),X,30.3,29.6,23.7,19.7,83.5,X, ,X,낮음
2025-07-13,서울(108),X,31.2,31.0,27.7,25.6,66.8,O,경고,X,낮음
2025-07-13,인천(112),X,29.5,28.2,25.2,23.7,78.0,O,경고,X,낮음
2025-07-13,원주(114),X,31.1,31.8,25.4,20.9,73.8,O,경고,X,낮음
2025-07-13,울릉도(115),X,29.8,28.0,24.5,20.9,85.4,X, ,X,낮음
2025-07-13,수원(119),X,29.4,29.3,24.8,22.0,77.6,O,경고,X,낮음
2025-07-13,영월(121),X,31.9,33.1,24.2,18.3,75.1,O,주의,X,낮음
2025-07-13,충주(127),X,30.9,31.3,24.7,20.2,76.9,O,경고,X,낮음
2025-07-13,서산(129),X,29.1,28.8,23.6,20.9,82.9,O,경고,X,낮음
2025-07-13,울진(130),X,28.9,27.8,24.0,18.7,78.5,X, ,X,낮음
2025-07-13,청주(131),X,30.9,31.1,26.2,22.8,67.5,O,경고,X,낮음
2025-07-13,대전(133),X,31.0,30.4,25.3,21.5,78.9,O,경고,X,낮음
2025-07-13,추풍령(135),X,30.5,30.4,23.1,18.7,80.3,O,경고,X,낮음
2025-07-13,안동(136),X,31.9,33.6,24.3,18.6,71.3,O,경고,X,낮음
2025-07-13,상주(137),X,31.4,31.8,24.7,19.8,78.8,O,경고,X,낮음
2025-07-13,포항(138),X,32.0,31.4,25.8,22.1,74.9,X,관심,X,낮음
2025-07-13,군산(140),X,29.0,28.2,24.4,21.8,80.6,O,경고,X,낮음
2025-07-13,대구(143),X,31.3,32.5,25.3,20.1,71.3,O,주의,X,낮음
2025-07-13,전주(146),X,30.1,29.4,25.5,22.3,78.3,O,경고,X,낮음
2025-07-13,울산(152),X,31.9,31.0,25.2,20.5,76.9,X, ,X,낮음
